intent,example
greeting_hello,درود
greeting_hello,وقت بخیر
greeting_hello,روز بخیر
greeting_hello,سلام و احترام
greeting_hello,سلام بر شما
greeting_hello,سلام و خداقوت
greeting_hello,سلام و خوش آمدید
greeting_hello,سلام خدمت شما
greeting_hello,سلام و روزتان خوش
greeting_hello,سلام و احترام خدمت شما
greeting_hello,سلام و وقت شما به‌خیر
greeting_hello,سلام و روز خوبی داشته باشید
greeting_hello,سلام، چگونه‌اید؟
greeting_hello,سلام، حال شما؟
greeting_hello,سلام و وقت بخیر
greeting_hello,سلام و روز خوش
greeting_hello,سلامی گرم
greeting_hello,سلام و احترام
greeting_hello,سلام به شما
greeting_hello,سلام و احترام به شما
greeting_hello,سلام و حال شما؟
greeting_hello,سلام و وقت شما بخیر
greeting_hello,سلام و عرض ادب خدمت شما
greeting_hello,سلام و عرض احترام
greeting_hello,سلام و عرض خسته نباشید
greeting_hello,سلام، امیدوارم که حالتون خوب باشه و روز خوبی رو سپری کرده باشید.
greeting_hello,سلام، روزتون بخیر باشه، چطورید؟ حالتون چطوره؟
greeting_hello,سلام خدمت شما، امیدوارم که حال و احوالتون خوب باشه و روز خوبی رو داشته باشید.
greeting_hello,سلام و عرض ادب، امیدوارم که لحظات خوبی رو سپری کنید و همه چیز بر وفق مرادتون باشه.
greeting_hello,سلام بر شما، امیدوارم که روز خوبی رو سپری کرده باشید و حالتون خوب باشه.
greeting_hello,سلام، امیدوارم که روزتون عالی بوده باشه و همه چیز خوب پیش بره.
greeting_hello,سلام و احترام، امیدوارم که حال و احوالتون خوب باشه و روز خوبی داشته باشید.
greeting_hello,سلام خدمت شما، امیدوارم که امروزتون پر از خوشی و موفقیت بوده باشه.
greeting_hello,سلام، وقت شما بخیر، امیدوارم که روز خوبی رو سپری کرده باشید و حالتون خوب باشه.
greeting_hello,سلام و عرض ادب خدمت شما، امیدوارم که روزتون عالی بوده باشه و همه چیز خوب پیش بره.
greeting_hello,سلام بر شما، امیدوارم که روز خوبی رو سپری کرده باشید و همه چیز خوب پیش بره.
greeting_hello,سلام و عرض ادب، امیدوارم که لحظات خوبی رو سپری کنید و روزتون عالی باشه.
greeting_hello,سلام، وقت بخیر، امیدوارم که امروزتون پر از خوشی و موفقیت بوده باشه.
greeting_hello,سلام و احترام خدمت شما، امیدوارم که حال و احوالتون خوب باشه و روز خوبی داشته باشید.
greeting_hello,سلام، امیدوارم که روزتون خوب گذشته باشه و همه چیز بر وفق مرادتون باشه.
greeting_hello,سلام و عرض ادب خدمت شما، امیدوارم که حالتون خوب باشه و روزتون پر از انرژی مثبت باشه.
greeting_hello,سلام، وقتتون بخیر، امیدوارم که امروز روز موفقی برای شما بوده باشه.
greeting_hello,سلام، امیدوارم که حالتون خوب باشه و روز خوبی داشته باشید.
greeting_hello,سلام خدمت شما، امیدوارم که همه چیز خوب پیش بره و روزتون عالی باشه.
greeting_hello,سلام، امیدوارم که لحظات خوبی رو سپری کنید و روز پر از خوشی داشته باشید.
greeting_hello,سلام و عرض ادب، امیدوارم که روزتون پر از خوشی و موفقیت باشه.
greeting_hello,سلام، امیدوارم که امروز روز موفقی برای شما بوده باشه و لحظات خوبی رو سپری کنید.
greeting_hello,سلام و احترام، امیدوارم که روزتون عالی باشه و همه چیز خوب پیش بره.
greeting_hello,سلام، امیدوارم که روز خوبی داشته باشید و همه چیز بر وفق مرادتون باشه.
greeting_hello,سلام، امیدوارم که لحظات خوبی رو سپری کنید و روز پر از خوشی داشته باشید.
greeting_hello,سلام بر شما، امیدوارم که روز خوبی رو سپری کرده باشید و حالتون عالی باشه.
greeting_hello,سلام و عرض ادب، امیدوارم که روزتون پر از انرژی مثبت باشه و همه چیز بر وفق مرادتون باشه.
greeting_hello,سلام
greeting_hello,سلام و درود
greeting_hello,السلام علیکم
greeting_hello,سلام بر شما
greeting_hello,سلام علیک
greeting_hello,سلام عزیزم
greeting_hello,سلام خانم
greeting_hello,سلام آقا
greeting_hello,سلام و عرض ادب
place_ticket,ثبت درخواست پشتیبانی
place_ticket,درخواست کمک جدید
place_ticket,ایجاد یک مورد پشتیبانی
place_ticket,ثبت درخواست جدید
place_ticket,ارسال یک تیکت
place_ticket,گزارش یک مشکل فنی
place_ticket,درخواست رسیدگی به مشکل
place_ticket,ثبت مشکل در سامانه
place_ticket,ثبت یک گزارش جدید
place_ticket,ثبت گزارش خرابی سیستم
place_ticket,ثبت یک مورد خرابی
place_ticket,درخواست بررسی مشکل
place_ticket,ایجاد یک گزارش خرابی جدید
place_ticket,ارسال درخواست پشتیبانی
place_ticket,درخواست رفع مشکل
place_ticket,گزارش خرابی در سیستم
place_ticket,ثبت گزارش جدید در سیستم
place_ticket,ارسال درخواست راهنمایی فنی
place_ticket,ثبت مورد جدید در پشتیبانی
place_ticket,گزارش مشکل در سیستم
place_ticket,ارسال گزارش جدید
place_ticket,ثبت یک درخواست خدمات
place_ticket,ایجاد تیکت در سیستم پشتیبانی
place_ticket,ثبت مشکل جدید در سامانه
place_ticket,ثبت تیکت خرابی جدید
place_ticket,ثبت درخواست
place_ticket,می‌خوام یه تیکت بزنم
place_ticket,یه تیکت جدید ثبت کنم
place_ticket,می‌خوام درخواست بدم
place_ticket,یه تیکت می‌خوام بزنم
place_ticket,باید یه تیکت ثبت کنم
place_ticket,یه تیکت ثبت کنم
place_ticket,یه تیکت بزنم
place_ticket,می‌خوام یه تیکت ثبت کنم
place_ticket,باید یه درخواست بدم
place_ticket,یه گزارش مشکل ثبت کنم
place_ticket,یه مشکل ثبت کنم
place_ticket,می‌خوام یه تیکت بزنم
place_ticket,یه درخواست جدید بزنم
place_ticket,یه گزارش جدید ثبت کنم
place_ticket,یه مشکل گزارش کنم
place_ticket,یه گزارش خرابی ثبت کنم
place_ticket,درخواست کمک کنم
place_ticket,درخواست پشتیبانی بزنم
place_ticket,مشکلم رو ثبت کنم
place_ticket,یه درخواست پشتیبانی ثبت کنم
place_ticket,یه مشکل تو سیستم ثبت کنم
place_ticket,مشکلم رو گزارش کنم
place_ticket,یه گزارش جدید بدم
place_ticket,یه خرابی تو سیستم بزنم
place_ticket,یه گزارش تازه ثبت کنم
place_ticket,مشکلم رو تو سیستم ثبت کنم
place_ticket,ایجاد تیکت
place_ticket,ثبت مشکل
place_ticket,ثبت درخواست
place_ticket,ثبت خرابی
place_ticket,ارسال تیکت
place_ticket,ثبت گزارش
place_ticket,گزارش مشکل
place_ticket,ثبت ایراد
place_ticket,ثبت خرابی
place_ticket,درخواست کمک
place_ticket,ایجاد مشکل
place_ticket,ارسال درخواست
place_ticket,ثبت مشکل جدید
place_ticket,ارسال گزارش خرابی
place_ticket,ثبت مشکل فنی
place_ticket,ثبت مورد
place_ticket,ارسال مشکل
place_ticket,درخواست راهنمایی
place_ticket,ایجاد گزارش
place_ticket,ثبت مشکل نرم‌افزار
place_ticket,گزارش ایراد سیستم
place_ticket,ثبت مشکل پشتیبانی
place_ticket,ثبت خرابی نرم‌افزار
place_ticket,ایجاد درخواست جدید
place_ticket,گزارش مشکل جدید
place_ticket,ارسال درخواست جدید
place_ticket,ثبت درخواست راهنمایی
place_ticket,ثبت مورد جدید
place_ticket,درخواست بررسی خرابی
place_ticket,ثبت مشکل کاربری
place_ticket,گزارش خطا
place_ticket,ثبت مشکل آنلاین
place_ticket,ثبت مشکل پشتیبانی فنی
place_ticket,لطفاً به من کمک کنید تا بتوانم یک تیکت جدید ثبت کنم
place_ticket,نیاز دارم یک تیکت پشتیبانی در سیستم ثبت کنم تا مشکل فنی بررسی شود
place_ticket,لطفاً توضیح دهید چگونه می‌توانم یک تیکت جدید برای مشکل خود ثبت کنم
place_ticket,نیاز دارم تا یک گزارش خرابی ثبت کنم و دنبال رفع آن باشم
place_ticket,چگونه می‌توانم یک تیکت پشتیبانی ثبت کنم تا مشکل فنی‌ام حل شود
place_ticket,می‌خواهم یک تیکت پشتیبانی جدید ایجاد کنم برای رفع مشکل پیش‌آمده
place_ticket,لطفاً مرا راهنمایی کنید تا بتوانم یک تیکت جدید در سامانه ثبت کنم
